HOSTNAME; STATUS; ATIVO; IP; REDE; SO; DOMINIO; OU
NO00070914; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070914,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070794; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070794,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00047097; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00047097,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091879; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091879,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058560; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058560,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052571; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00052571,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050878; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050878,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00061610; Desligado - 1; True; 10.24.236.14; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00061610,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091919; Ligado - 0; True; 10.24.137.153; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091919,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091926; Ligado - 0; True; 10.24.239.74; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091926,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081054; Ligado - 0; True; 10.24.238.83; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081054,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00091462; Ligado - 0; True; 10.24.236.8; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091462,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091472; Desligado - 1; True; 10.24.236.8; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091472,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077931; Desligado - DNS_ERRO; True; 10.28.35.29; ; Windows 10 Enterprise; petrobras.biz; CN=NO00077931,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00059007; Ligado - 0; True; 10.24.170.17; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00059007,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00049103; Desligado - 1; True; 10.24.170.17; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00049103,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076692; Desligado - DNS_ERRO; True; 10.24.214.59; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076692,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090672; Ligado - 0; True; 10.24.232.70; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090672,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091474; Desligado - 1; True; 10.24.232.70; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091474,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091475; Ligado - 0; True; 10.24.161.37; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091475,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090675; Ligado - 0; True; 10.24.138.23; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090675,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090670; Desligado - 1; True; 10.24.138.23; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090670,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082040; Desligado - 1; True; 10.24.138.23; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082040,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090684; Ligado - 0; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090684,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090693; Desligado - 1; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090693,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00053269; Desligado - 1; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00053269,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00061740; Desligado - 1; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00061740,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087286; Desligado - 1; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087286,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090676; Desligado - 1; True; 10.24.236.68; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090676,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090683; Ligado - 0; True; 10.24.237.129; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090683,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063218; Desligado - 1; True; 10.24.237.129; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00063218,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078586; Ligado - 0; True; 10.24.236.92; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078586,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081588; Ligado - 0; True; 10.24.233.65; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081588,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090990; Desligado - 1; True; 10.24.233.65; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090990,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091004; Desligado - 1; True; 10.24.233.65; 255.255.255.0 64 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00091004,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
MI00090638; Desligado - 1; True; 10.24.233.65; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=MI00090638,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00090640; Ligado - 0; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090640,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090548; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090548,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00062881; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00062881,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00090545; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090545,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087309; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087309,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071929; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071929,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090543; Desligado - 1; True; 10.24.233.117; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090543,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089149; Desligado - DNS_ERRO; True; 10.24.213.50; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089149,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00088261; Desligado - 1; True; 10.24.213.50; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00088261,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091039; Ligado - 0; True; 10.24.238.42; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091039,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073200; Ligado - 0; True; 10.165.20.37; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073200,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090811; Desligado - 1; True; 10.165.20.37; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090811,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090825; Desligado - DNS_ERRO; True; 10.24.213.35; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090825,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090827; Desligado - 1; True; 10.24.213.35; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090827,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090808; Desligado - 1; True; 10.24.213.35; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090808,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090831; Ligado - 0; True; 10.24.232.215; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090831,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090829; Ligado - 0; True; 10.24.232.217; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090829,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090813; Desligado - 1; True; 10.24.232.217; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090813,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090824; Desligado - DNS_ERRO; True; 10.28.36.10; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090824,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090815; Desligado - 1; True; 10.28.36.10; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090815,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00042082; Desligado - 1; True; 10.28.36.10; ; Windows 7 Enterprise; petrobras.biz; CN=NO00042082,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082206; Desligado - 1; True; 10.28.36.10; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082206,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090631; Ligado - 0; True; 10.25.90.200; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090631,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090750; Desligado - 1; True; 10.25.90.200; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090750,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091365; Ligado - 0; True; 10.24.236.141; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091365,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091358; Desligado - 1; True; 10.24.236.141; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091358,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00088259; Desligado - 1; True; 10.24.236.141; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00088259,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091362; Ligado - 0; True; 10.24.232.69; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091362,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091353; Desligado - 1; True; 10.24.232.69; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091353,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091188; Ligado - 0; True; 10.24.232.20; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091188,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091367; Ligado - 0; True; 10.24.151.27; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091367,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091363; Desligado - 1; True; 10.24.151.27; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091363,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091134; Ligado - 0; True; 10.24.233.236; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091134,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070869; Desligado - 1; True; 10.24.233.236; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070869,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091293; Desligado - 1; True; 10.24.233.236; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091293,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064422; Desligado - 1; True; 10.24.233.236; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064422,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091017; Desligado - DNS_ERRO; True; 10.28.35.44; ; Windows 7 Enterprise; petrobras.biz; CN=NO00091017,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091020; Ligado - 0; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091020,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091019; Desligado - 1; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091019,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091031; Desligado - 1; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091031,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087770; Desligado - 1; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087770,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00062829; Desligado - 1; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00062829,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091071; Desligado - 1; True; 10.24.232.66; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091071,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091051; Ligado - 0; True; 10.24.165.151; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091051,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050696; Desligado - 1; True; 10.24.165.151; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050696,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091058; Ligado - 0; True; 10.24.235.215; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091058,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089270; Desligado - 1; True; 10.24.235.215; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089270,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089261; Desligado - DNS_ERRO; True; 10.24.213.57; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089261,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089247; Desligado - 1; True; 10.24.213.57; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089247,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089266; Desligado - 1; True; 10.24.213.57; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089266,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089265; Desligado - 1; True; 10.24.213.57; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089265,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089271; Desligado - 1; True; 10.24.213.57; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089271,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070917; Desligado - DNS_ERRO; True; 10.24.212.6; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070917,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090580; Desligado - 1; True; 10.24.212.6; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090580,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090581; Ligado - 0; True; 10.24.196.54; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090581,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090572; Desligado - 1; True; 10.24.196.54; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090572,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052673; Ligado - 0; True; 10.24.199.9; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00052673,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090590; Desligado - 1; True; 10.24.199.9; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00090590,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090587; Desligado - DNS_ERRO; True; 10.28.39.20; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090587,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00088306; Desligado - 1; True; 10.28.39.20; ; Windows 7 Enterprise; petrobras.biz; CN=NO00088306,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071856; Desligado - DNS_ERRO; True; 10.24.212.4; ; Windows 7 Enterprise; petrobras.biz; CN=NO00071856,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091988; Ligado - 0; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091988,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089127; Desligado - 1; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089127,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070055; Desligado - 1; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070055,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089155; Desligado - 1; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089155,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071104; Desligado - 1; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00071104,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089164; Desligado - 1; True; 10.24.160.149; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089164,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089161; Ligado - 0; True; 10.24.196.124; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089161,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00089178; Desligado - DNS_ERRO; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00089178,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087502; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087502,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050996; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050996,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091255; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00091255,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00059895; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00059895,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087464; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087464,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058983; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058983,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00069971; Desligado - 1; True; 10.24.215.43; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00069971,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00056686; Ligado - 0; True; 10.24.148.73; 255.255.255.0 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00056686,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00039169; Desligado - 1; True; 10.24.148.73; 255.255.255.0 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00039169,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084516; Desligado - DNS_ERRO; True; 10.28.39.218; 255.255.255.0 64 128 64 128 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084516,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00049988; Desligado - 1; True; 10.28.39.218; 255.255.255.0 64 128 64 128 255.255.255.255 64; Windows 10 Enterprise; petrobras.biz; CN=NO00049988,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087384; Desligado - 1; True; 10.28.39.218; 255.255.255.0 64 128 64 128 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00087384,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00055864; Ligado - 0; True; 10.24.238.173; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00055864,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050249; Desligado - 1; True; 10.24.238.173; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050249,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00092763; Desligado - 1; True; 10.24.238.173; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00092763,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
